1.876089	0.3994678	0.9777049
-0.8923181	0.2533774	0.9207481
0.1380528	0.3428424	0.732312
-1.643616	0.2937903	0.5733532
0.3172109	0.2153054	0.4987541
1.322263	0.2327152	0.4315674
1.541812	0.2559558	0.4191205
1.578276	0.3145953	0.5982072
1.402897	0.5142609	0.6131166
0.5318805	0.1649478	0.6503804
0.8571695	0.2058028	0.7099737
-0.0443385	0.2053802	0.7273484
0.7096015	0.4386914	0.7397571
0.7401157	0.1749302	0.7372754
1.793659	0.1339159	0.8290538
0.2760375	0.8054976	0.8588017
1.699737	0.316941	0.8612803
0.6973294	0.2298663	0.8687157
1.165495	0.3952928	0.8612803
-0.08597	0.4563609	0.8910186
2.000197	0.4996107	0.9900824
0.8586781	0.4576631	1.014833
1.79842	0.3882203	1.014833
1.876934	0.6827478	1.037103
1.994707	0.6448722	1.133551
-0.0669908	0.8112921	1.220027
0.4261674	0.9627485	1.343435
0.3982107	0.8348809	1.380428
0.4556373	0.4148359	1.197798
-0.3715723	0.5094491	0.9925578
0.5067994	0.9529251	0.9678017
0.3071788	1.106493	1.037103
1.573905	1.099573	1.190387
1.201579	1.051721	1.483935
0.3134788	0.974771	1.476545
-0.0752162	1.402009	1.469155
1.081587	1.026362	1.629157
-0.1782619	1.265871	2.061112
0.1737956	1.394956	2.220171
-0.9791171	1.280502	2.21039
-0.6428202	1.395977	2.119871
-0.3606324	1.386022	1.953298
0.4118357	0.8169718	1.663585
-1.591771	1.315208	1.382894
2.168125	1.503922	0.9603736
0.0192124	1.305354	1.136023
0.2990302	1.013807	1.3607
-0.2881838	0.8305659	1.180505
1.296643	1.508578	0.8835849
1.717108	0.6208555	1.069263
0.4122208	0.9535125	1.178034
1.136154	1.264279	1.279282
1.91841	1.146073	1.621778
0.5571948	1.525443	1.936135
-1.053684	1.931094	2.605753
0.4235941	1.972189	2.469261
-1.383304	1.869285	2.30327
-0.2802508	2.335062	2.773675
-1.461662	2.887581	2.977723
-0.8984273	2.897926	2.310599
-1.732339	2.24768	1.562726
0.2076755	1.476503	1.345902
1.198688	1.751492	1.528262
0.8428969	1.659201	1.343435
1.734107	1.051117	1.200268
0.2474158	1.001728	1.291623
0.0675733	1.283314	1.311364
0.2448516	1.778121	1.210148
0.7056544	1.597264	1.158266
1.462007	1.400373	1.28175
1.331131	1.20832	1.444517
-0.4514366	2.13768	1.614398
-0.1290384	1.44521	1.675878
3.351074	1.89408	1.803636
0.5676773	1.681458	2.00477
0.9070993	2.026826	2.36677
-0.2420412	1.805147	2.486333
-0.3111109	2.421577	2.513154
0.3330285	2.160494	2.700701
-0.1531433	1.839738	3.338642
-0.0825666	2.079099	3.693445
-2.471788	2.351047	3.123216
-0.5016685	2.210394	2.430229
1.470722	2.57219	3.886007
1.570176	2.598954	4.058997
-1.107857	1.963113	4.349043
0.8329108	1.863232	4.301159
-1.447596	1.713434	3.34106
-1.912539	1.367371	3.495683
0.1135473	1.291537	3.563255
-0.7185432	1.408555	2.7153
-0.289437	1.02955	2.29594
0.9836574	0.7513641	2.13945
1.927065	0.7418212	2.176149
1.662383	1.056699	2.337467
1.751305	0.7557468	2.33014
1.626581	1.00716	2.393623
1.408255	0.8509447	2.605753
0.6567057	0.885193	2.807712
0.5176089	0.7448078	2.291054
0.6675388	0.983909	2.097841
0.5821833	0.6420205	1.960653
1.223807	0.6013786	1.95575
0.4510997	0.5577946	2.00477
0.6414332	0.4968337	1.938587
0.1648985	0.3773208	1.715206
0.6689294	0.4100073	1.540572
0.2550019	0.5422906	1.555342
0.4632504	0.6334072	1.543034
0.7946761	0.6910881	1.648832
0.5892762	0.7528017	1.695544
1.427374	0.7940165	1.715206
0.2432875	0.7808754	1.651291
1.032696	0.9692985	1.774168
0.3143703	1.187616	1.975361
1.055194	0.8602608	2.095392
0.7422524	1.038172	2.332582
0.4942198	1.058578	2.403386
0.4720661	0.7282215	2.244619
-0.0685434	0.7100646	2.129661
0.8227767	1.072482	2.041518
0.0994467	1.113148	2.039069
-0.1967827	0.8541672	2.019471
-1.176168	0.7414563	1.916517
-0.7300986	0.9745092	1.594717
0.514968	0.7319373	1.454373
0.2438034	0.7781092	1.400152
0.0879543	0.5916705	1.197798
0.9298497	0.371027	0.9999834
0.8180489	0.5994367	0.9380862
0.7225676	0.4876579	0.8116968
0.776656	0.6858103	0.7571266
-0.0957681	0.5596365	0.7571266
0.3185589	0.5929447	0.7472015
0.2126606	0.5923321	0.7620887
1.085463	0.5442272	0.74472
0.6992446	0.4768285	0.7992971
1.078142	0.4816916	0.9801805
0.3125897	0.5715851	1.116247
0.8661551	0.5415515	1.284219
0.0783965	0.541438	1.442052
0.0214199	0.47851	1.493787
0.566276	0.491524	1.439588
0.3934408	0.4808203	1.419872
0.4595352	0.4798944	1.331101
1.364263	0.4132252	1.301494
0.5992419	0.326911	1.318766
0.7367499	0.5325122	1.311364
0.3427865	0.5945202	1.311364
1.343668	0.2023357	1.370565
0.9354344	0.4329633	1.373031
0.5433461	0.3281825	1.368099
0.6788514	0.1469968	1.370565
0.6043187	0.2347483	1.365633
0.9227589	0.4293794	1.373031
1.278831	0.2742115	1.207678
0.6111029	0.3196198	1.175563
0.5015572	0.3777423	1.180505
0.9820449	0.3553701	1.264472
1.295302	0.5508926	1.318766
0.0275585	0.6617314	1.410012
1.467043	0.6214112	1.555342
-0.2365593	0.5843565	1.616858
0.2541617	0.5415755	1.604558
-0.6607807	0.6536121	1.387825
0.2829107	0.6029414	1.076683
-0.736903	0.3920414	0.8711941
-0.0577473	0.3107828	0.5310873
0.4922333	0.3222356	0.4315674
0.2820841	0.3459666	0.4365458
0.0732368	0.4803812	0.4340566
-0.1978186	0.5724522	0.3593536
0.1911637	0.4973009	0.3120127
0.5659958	0.3443449	0.3120127
1.332678	0.5668418	0.2546754
0.8302626	0.614085	0.249688
0.2573907	0.7045404	0.249688
0.4641234	0.8001795	0.2521817
0.6282062	0.6400259	0.3568625
0.7117861	0.7701225	0.4863156
0.8028014	0.7931691	0.6156013
0.1854812	0.7249264	0.732312
0.4865409	0.9053764	0.8612803
0.2732127	0.8058556	0.9900824
1.050839	0.7019395	1.10883
-0.0414864	0.8827743	1.220027
-0.133544	0.6953527	1.303961
0.5598394	0.3733637	1.303961
0.0149459	0.9540175	1.306429
0.3620421	0.6663429	1.303961
0.3293043	0.517835	1.259534
0.3390672	0.4230703	1.118719
